Sp1	Sp2	Cor
ESV_3	ESV_258	0.8414
ESV_3	ESV_261	-0.5339
ESV_3	ESV_267	-0.5531
ESV_3	ESV_275	0.442
ESV_3	ESV_290	-0.6263
ESV_3	ESV_301	0.3958
ESV_3	ESV_303	-0.4491
ESV_3	ESV_311	-0.477
ESV_3	ESV_334	-0.4699
ESV_3	ESV_337	-0.4396
ESV_3	ESV_383	-0.493
ESV_3	ESV_390	-0.4763
ESV_3	ESV_392	-0.5802
ESV_3	ESV_427	-0.4974
ESV_3	ESV_438	-0.4224
ESV_3	ESV_442	-0.4699
ESV_3	ESV_447	-0.4744
ESV_3	ESV_452	0.4553
ESV_3	ESV_460	-0.5011
ESV_3	ESV_461	-0.4728
ESV_3	ESV_469	-0.5342
ESV_3	ESV_479	0.4538
ESV_3	ESV_504	-0.4685
ESV_3	ESV_543	-0.4453
ESV_3	ESV_545	-0.5091
ESV_3	ESV_562	-0.5828
ESV_3	ESV_569	-0.4982
ESV_3	ESV_570	-0.5931
ESV_3	ESV_607	-0.4782
ESV_3	ESV_637	-0.4282
ESV_3	ESV_664	-0.4575
ESV_3	ESV_667	-0.4684
ESV_3	ESV_673	-0.4797
ESV_3	ESV_677	-0.5048
ESV_3	ESV_743	-0.4805
ESV_3	ESV_756	-0.4675
ESV_3	ESV_761	-0.4836
ESV_3	ESV_819	-0.4479
ESV_3	ESV_849	-0.5059
ESV_3	ESV_852	0.4502
ESV_3	ESV_859	-0.4312
ESV_3	ESV_865	0.4896
ESV_3	ESV_891	-0.4691
ESV_3	ESV_892	0.3944
ESV_3	ESV_925	-0.4944
ESV_3	ESV_931	-0.586
ESV_3	ESV_944	-0.4829
ESV_3	ESV_950	0.4985
ESV_3	ESV_1077	-0.5151
ESV_3	ESV_1147	-0.4732
ESV_3	ESV_1169	0.5429
ESV_3	ESV_1206	-0.5103
ESV_3	ESV_1226	-0.4043
ESV_3	ESV_1337	0.4406
ESV_3	ESV_1364	0.4957
ESV_3	ESV_1409	-0.4723
ESV_3	ESV_1418	0.5902
ESV_3	ESV_1437	0.5443
ESV_3	ESV_1487	0.4664
ESV_3	ESV_1530	0.4422
ESV_3	ESV_1568	0.4623
ESV_3	ESV_1645	-0.4297
ESV_3	ESV_1649	-0.4386
ESV_3	ESV_1713	0.5072
ESV_3	ESV_1808	0.4461
ESV_3	ESV_1835	0.4641
ESV_3	ESV_1879	0.6063
ESV_3	ESV_2118	0.4136
ESV_3	ESV_2147	0.4783
ESV_3	ESV_2238	0.4448
ESV_3	ESV_2262	0.4335
ESV_3	ESV_2289	0.4324
ESV_3	ESV_2451	0.5907
ESV_3	ESV_2456	0.6536
ESV_3	ESV_2476	0.4042
ESV_3	ESV_2516	0.782
ESV_3	ESV_2570	0.4205
ESV_3	ESV_2717	0.5033
ESV_3	ESV_2834	0.5278
ESV_3	ESV_2914	0.4811
ESV_3	ESV_3055	0.47
ESV_3	ESV_3058	0.4306
ESV_3	ESV_3187	0.5026
ESV_3	ESV_3224	0.4444
ESV_3	ESV_3262	0.3877
ESV_3	ESV_3789	0.4175
ESV_3	ESV_3838	0.537
ESV_3	ESV_3891	0.4807
ESV_3	ESV_4205	0.5902
ESV_3	ESV_4217	0.3911
ESV_3	ESV_4300	0.421
ESV_3	ESV_4320	0.3583
ESV_3	ESV_4364	0.4197
ESV_3	ESV_4374	0.5335
ESV_3	ESV_4436	0.5402
ESV_3	ESV_4506	0.5586
