Sp1	Sp2	Cor
ESV_2	ESV_617	0.4831
ESV_2	ESV_626	-0.4313
ESV_2	ESV_631	0.5954
ESV_2	ESV_634	0.4696
ESV_2	ESV_637	0.4746
ESV_2	ESV_638	0.5524
ESV_2	ESV_650	0.4689
ESV_2	ESV_660	0.5779
ESV_2	ESV_671	-0.4346
ESV_2	ESV_673	0.4637
ESV_2	ESV_676	0.4792
ESV_2	ESV_680	-0.4559
ESV_2	ESV_683	-0.487
ESV_2	ESV_684	0.6399
ESV_2	ESV_685	0.5121
ESV_2	ESV_700	0.5554
ESV_2	ESV_708	0.597
ESV_2	ESV_712	-0.4629
ESV_2	ESV_726	-0.5362
ESV_2	ESV_733	-0.4754
ESV_2	ESV_734	-0.5575
ESV_2	ESV_744	-0.4693
ESV_2	ESV_745	0.5907
ESV_2	ESV_748	-0.4934
ESV_2	ESV_749	0.4815
ESV_2	ESV_750	-0.5393
ESV_2	ESV_753	0.501
ESV_2	ESV_755	0.5868
ESV_2	ESV_758	0.4566
ESV_2	ESV_759	0.4686
ESV_2	ESV_776	0.4317
ESV_2	ESV_779	0.4241
ESV_2	ESV_781	0.5038
ESV_2	ESV_784	-0.578
ESV_2	ESV_785	0.5533
ESV_2	ESV_792	-0.4695
ESV_2	ESV_800	-0.4421
ESV_2	ESV_808	0.4753
ESV_2	ESV_810	0.5421
ESV_2	ESV_814	-0.4922
ESV_2	ESV_829	-0.4144
ESV_2	ESV_848	0.5672
ESV_2	ESV_851	-0.477
ESV_2	ESV_852	-0.4256
ESV_2	ESV_860	0.4815
ESV_2	ESV_861	0.5934
ESV_2	ESV_863	-0.4852
ESV_2	ESV_865	-0.4656
ESV_2	ESV_876	0.3865
ESV_2	ESV_890	-0.4319
ESV_2	ESV_891	0.4647
ESV_2	ESV_892	-0.4602
ESV_2	ESV_902	-0.5659
ESV_2	ESV_904	0.4339
