Sp1	Sp2	Cor
ESV_34	ESV_733	0.3662
ESV_34	ESV_750	0.3917
ESV_34	ESV_853	-0.4019
ESV_34	ESV_1010	0.3746
ESV_34	ESV_1297	0.4449
ESV_34	ESV_2456	0.3778
ESV_34	ESV_2516	0.3888
ESV_34	ESV_3149	0.3441
ESV_34	ESV_3262	0.3605
ESV_34	ESV_4196	0.351
ESV_34	ESV_4781	0.4639
ESV_34	ESV_7279	0.3789
ESV_35	ESV_130	0.4074
ESV_35	ESV_131	0.4202
ESV_35	ESV_141	0.4674
ESV_35	ESV_168	0.435
ESV_35	ESV_232	0.4757
ESV_35	ESV_244	0.4451
ESV_35	ESV_249	0.4516
ESV_35	ESV_253	0.4451
ESV_35	ESV_303	0.4071
ESV_35	ESV_541	0.4786
ESV_35	ESV_1488	0.4043
ESV_35	ESV_2032	-0.4317
ESV_35	ESV_3149	-0.3487
ESV_35	ESV_3187	-0.4405
ESV_35	ESV_4082	-0.4319
ESV_35	ESV_7279	-0.3442
